trialnum,Orientation,TF,SF,Speed,Contrast,Phase
1,147.498757865647,6.03472119126918,0.027926406852764,216.09372172675,0.7,0
2,92.2065684276927,1.45877749159189,0.115718354542016,12.6062757923354,0.7,0
3,26.718282323022,2.92842595553209,0.062981088193441,46.4969094617369,0.7,0
4,86.9577303159859,1.59266894061833,0.115204613488773,13.8246975740563,0.7,0
5,149.505037735279,3.01410864899925,0.0697208742545787,43.231079375074,0.7,0
6,26.3383320085614,5.94098167399959,0.0334581920098286,177.564336777504,0.7,0
7,27.5393751023216,1.45275959688227,0.123344965863749,11.7780209894179,0.7,0
8,153.610299645412,5.91815420620092,0.0357871245969545,165.371045392804,0.7,0
9,90.3262903798534,3.0357047568622,0.051388094423713,59.0740869243318,0.7,0
10,33.1158207391372,3.08829623974495,0.0548649117602459,56.2890951732592,0.7,0
11,153.550543308785,5.93063976201916,0.0301974265984982,196.395535317374,0.7,0
12,87.1684643624315,1.53346170487837,0.127314548808644,12.0446698293939,0.7,0
13,26.291372977983,3.05632963157313,0.0699478108720392,43.6944286528753,0.7,0
14,146.356603658531,6.08024095315855,0.0321966683221721,188.846898452888,0.7,0
15,93.5485852483084,1.50183256058331,0.110463595987117,13.5957239773225,0.7,0
16,88.9516997866296,5.97672583637224,0.0381126797534163,156.817255439419,0.7,0
17,29.5827168988716,1.55036948062358,0.12574752807657,12.3292243142905,0.7,0
18,149.485950152161,2.99066847014098,0.0601710351555379,49.7027924218074,0.7,0
19,147.789160117631,6.01408293988395,0.035092330561671,171.378841006722,0.7,0
20,29.7793055701113,1.46468599380694,0.122220132396524,11.9839994040834,0.7,0
21,91.4340310843734,2.95368411989826,0.0584430529836514,50.539524701499,0.7,0
22,29.597334417162,6.0461735754035,0.0249316985453288,242.509493062049,0.7,0
23,149.38100110373,1.40145368660287,0.11412613659516,12.2798661937909,0.7,0
24,87.9771346174192,3.0296574453544,0.0564702907984685,53.6504665110838,0.7,0
25,92.7029569827119,1.44090544802638,0.117136567050493,12.3010728785082,0.7,0
26,153.300170189068,6.03089870972115,0.0281599987933802,214.165446311698,0.7,0
27,28.6226817980543,2.95533307048776,0.0602880781051625,49.0201904484777,0.7,0
28,33.5294236279207,6.07171829873756,0.0381758913989312,159.045881477637,0.7,0
29,152.911596332721,2.97824956784434,0.0523388201229162,56.9032614959604,0.7,0
30,92.4154423078183,1.54504516220543,0.113600737425691,13.6006613796507,0.7,0
31,91.0846598215207,1.45650649211478,0.119382296110825,12.2003558279921,0.7,0
32,32.5124633972102,5.97835184547118,0.0262428360897519,227.808908496967,0.7,0
33,146.605389664289,2.95594915375642,0.0686391587113214,43.0650551267445,0.7,0
34,90.6852295822666,6.0131472663155,0.037555133169077,160.115189559939,0.7,0
35,33.6930807652747,2.97539797600111,0.0697881072651492,42.6347424024058,0.7,0
36,148.173276335086,1.42588211111495,0.113887536004652,12.5200892137724,0.7,0
37,87.0463666033797,1.4305147784441,0.126388153313806,11.3184245590827,0.7,0
38,28.0711430085388,3.04147582113724,0.0622841938977632,48.8322258152637,0.7,0
39,148.671336969383,5.95354865667266,0.0247045615644378,240.989852871657,0.7,0
40,30.4358032983481,3.06702961708362,0.0658422760029418,46.581464118078,0.7,0
41,148.472445044613,1.43413908399396,0.118668627958918,12.0852419772684,0.7,0
42,91.5650922116891,6.03541879471782,0.022593630154802,267.129219756439,0.7,0
43,89.5186639014314,5.94860802527902,0.0314050003464736,189.415951588964,0.7,0
44,32.5963502834552,3.02947672203107,0.0525567414279984,57.6420196480671,0.7,0
45,148.11810539339,1.46685122686769,0.114358561089608,12.826772328119,0.7,0
46,92.4078615033468,5.99234244459173,0.0293551295764481,204.132719938646,0.7,0
47,32.4425325781317,1.5413033107947,0.119794749644429,12.8662008591324,0.7,0
48,148.163191579549,2.97133067306394,0.0538690820784192,55.1583683705333,0.7,0
49,151.752311320339,1.461515556723,0.11240264381974,13.0025016054501,0.7,0
50,31.2287874046146,3.04816670515755,0.063511692016949,47.9937883617414,0.7,0
51,92.1445298622837,6.05678868796264,0.039803193577046,152.168410211574,0.7,0
52,31.9035364001149,1.50712543312372,0.123143740471235,12.2387498329707,0.7,0
53,93.729977738552,5.9427733805605,0.0245282290345663,242.283018973187,0.7,0
54,152.027999027563,2.97669955874805,0.0665598792435094,44.7221297962064,0.7,0
55,92.8592119282185,6.02026008999641,0.0274534814464193,219.289495277533,0.7,0
56,148.87915294963,1.56173229055456,0.123949331342858,12.599763739222,0.7,0
57,32.3237915588921,2.91901361484713,0.0628990596926274,46.4079054458309,0.7,0
58,33.5274223394327,6.05354678748807,0.0205066134719427,295.199731334019,0.7,0
59,88.0280380482482,1.57468637096522,0.115954680353255,13.5801881059734,0.7,0
60,149.419996427526,3.06619490671151,0.0681124884806193,45.0166331477371,0.7,0
61,153.723495510501,6.0834220171984,0.0331645968553351,183.431206588594,0.7,0
62,30.8383003074442,1.4818371962265,0.116039728597616,12.7700849884351,0.7,0
63,86.3887111589787,3.07669740990561,0.0616167861887441,49.9327796889811,0.7,0
64,33.4365435274305,2.99552906576601,0.0574130313894086,52.1750723359055,0.7,0
65,86.6612368493913,5.90626422944896,0.0233814389693168,252.60482202142,0.7,0
66,153.514127809606,1.5915545140686,0.110828400050443,14.3605295514887,0.7,0
67,149.37033454022,1.51058056406344,0.129647479315313,11.6514456898124,0.7,0
68,92.6326642623382,5.95681580462712,0.0316978884424591,187.924688278226,0.7,0
69,32.9061370815754,2.97982007900008,0.0623626634388176,47.7821169700923,0.7,0
70,29.8632103832285,2.96397758258595,0.0556003954724872,53.3085701531138,0.7,0
71,86.9268313584654,1.55680312625867,0.128044723498655,12.1582762937906,0.7,0
72,149.935238777121,5.90113529206814,0.0287995056519116,204.904048124744,0.7,0
73,90.9542624111173,6.04696271489886,0.0248538581443771,243.300765610386,0.7,0
74,30.7889456452606,1.5211956872332,0.110869753896931,13.7205652016452,0.7,0
75,150.59579593149,3.03317825961752,0.0524380049245447,57.8431285473597,0.7,0
76,91.2947339802444,1.56728857192452,0.119947560808426,13.0664480491413,0.7,0
77,29.1808727057189,5.91687246826464,0.0340181304460435,173.932911382342,0.7,0
78,146.549654440297,3.03900812074796,0.0564615314403261,53.8244012024342,0.7,0
79,86.913570501311,5.96859994917672,0.0202572805413053,294.639743819836,0.7,0
80,153.685528884131,3.0506090201167,0.0630155200840007,48.4104394607897,0.7,0
81,28.2216960719572,1.42626524266932,0.113798152959583,12.5332899135531,0.7,0
82,26.5773834163471,3.04419169773325,0.0604049469585833,50.3963971662867,0.7,0
83,91.7869062882765,5.90500492280675,0.0385279906075325,153.265322942959,0.7,0
84,148.902661327708,1.48092345377608,0.11935067955208,12.4081694325825,0.7,0
85,91.9717544763567,6.07163213386805,0.0373578293681763,162.526362921938,0.7,0
86,152.130823779943,3.06429719074355,0.058438892272923,52.4359218931218,0.7,0
87,26.4621675833423,1.46670785312539,0.127752327674904,11.4808698973984,0.7,0
88,152.27536727008,1.53041391186714,0.117429869242587,13.0325778418914,0.7,0
89,93.1015675144134,2.97810994827404,0.0526489293571993,56.5654417788612,0.7,0
90,33.4148650911242,5.98841469028537,0.0285873876546243,209.477506746465,0.7,0
91,153.275954435583,6.02022821735946,0.027800026295802,216.554767010007,0.7,0
92,92.8943156512461,3.0977742181243,0.0696506794830313,44.4758650040018,0.7,0
93,32.5207165677197,1.41491207495731,0.12959150636992,10.9182469946637,0.7,0
94,153.080764237622,5.97126136885016,0.0261492304888585,228.353234768968,0.7,0
95,30.510327062289,1.44121414417146,0.128637516904808,11.203684421536,0.7,0
96,92.8578091975267,2.98064089133013,0.0659898177644062,45.1681940079222,0.7,0
97,27.8296338341388,5.97223988057958,0.0387481576530245,154.12964750631,0.7,0
98,152.143364111709,3.05735646319724,0.0623856113889938,49.007397621443,0.7,0
99,89.3963369542702,1.50907289146754,0.117356218463519,12.8589086392269,0.7,0
100,150.982383865164,1.5419430707359,0.118185947349385,13.0467547565326,0.7,0
101,33.7134077150494,3.00499518725979,0.0643914857788405,46.6675857982338,0.7,0
102,87.3210711921505,6.01679667142736,0.0326656573644796,184.193344229772,0.7,0
103,89.0165339525578,2.94406639521561,0.0614725226045473,47.8923959921864,0.7,0
104,146.376282268125,6.03651810193366,0.0362886081859981,166.347468356829,0.7,0
105,30.117673577889,1.46683785067242,0.11292735611676,12.989216263558,0.7,0
106,150.882920002322,3.03789829930173,0.0553275482198518,54.9075170876941,0.7,0
107,87.3526724333733,1.59502051410353,0.117489642913084,13.5758393212879,0.7,0
108,27.0556967828385,6.04114539835872,0.0220612055367251,273.835688095199,0.7,0
109,153.431572270654,3.01979490640035,0.0647874955039273,46.6107677555971,0.7,0
110,33.0072201683372,1.43426109594846,0.11652033490832,12.309105505721,0.7,0
111,92.2619691155583,6.0686037655474,0.0319081374957575,190.189846284644,0.7,0
112,86.9133644799356,2.99799908097954,0.0678378213648359,44.1936226821926,0.7,0
113,26.4388431217442,1.45192044165392,0.115757969732642,12.5427255247074,0.7,0
114,152.510761049424,5.94080457728193,0.034830626294983,170.562668812465,0.7,0
115,27.3551271121166,1.58345549900499,0.119531302339536,13.2472036028444,0.7,0
116,153.191132211827,6.0548149923475,0.0282949466581042,213.989270434383,0.7,0
117,93.2510024369217,3.0601830209222,0.0665538927085306,45.9805264032281,0.7,0
118,87.0533184139622,5.92573608058104,0.0304889576146042,194.356794859481,0.7,0
119,152.832091996471,2.96668056068895,0.0595248990667951,49.8393211445841,0.7,0
120,29.2974713772722,1.46782081449477,0.127215732695023,11.5380447323572,0.7,0
121,87.2936195455422,1.44512257636503,0.112613199949623,12.832621548908,0.7,0
122,32.2254665756341,3.09931701576461,0.0524913772544322,59.0443074248526,0.7,0
123,147.246814905664,5.94552467120263,0.0226433287922113,262.572907268287,0.7,0
124,29.9115151294651,1.45444152841771,0.123054264556681,11.8195133964477,0.7,0
125,91.9404310058961,2.96968326708393,0.0695645386709009,42.6896134700619,0.7,0
126,153.425111823906,5.97346352603004,0.0317726830190921,188.006266969667,0.7,0
127,93.3174870420153,1.50815821050415,0.118344672001485,12.7437778566426,0.7,0
128,148.665336750824,6.00975731415595,0.0201792306941337,297.818950843505,0.7,0
129,33.1801020437305,2.92129562476796,0.06791684864268,43.0128264657464,0.7,0
130,90.9507649514471,5.99707588491486,0.0395057157617035,151.802739661494,0.7,0
131,31.0850459905879,2.97504170377238,0.0698283319514464,42.60508049714,0.7,0
132,150.834470028265,1.50686520265192,0.128445596900416,11.7315442414129,0.7,0
133,146.609178155769,3.05239556368988,0.0536431321997339,56.9018891798607,0.7,0
134,31.3259413317017,1.51416400061857,0.12124154012032,12.4888218931888,0.7,0
135,93.4946279282147,5.93239836957959,0.0299988840129891,197.753968681333,0.7,0
136,153.180814983846,5.93930207369181,0.0372881770940726,159.2811056091,0.7,0
137,29.3718958682314,2.90605331607121,0.0573719323186822,50.6528749969418,0.7,0
138,88.6647650352574,1.49823707724401,0.128070413640269,11.6985417213716,0.7,0
139,27.1809229400673,1.42340797244659,0.122306073944681,11.6380808126537,0.7,0
140,91.8626929399771,3.01073126087634,0.0654420341495793,46.0060769809628,0.7,0
141,148.632452519699,5.97381361558899,0.034631421346456,172.496922832777,0.7,0
142,86.4714748141849,5.98275565890212,0.0394711232497828,151.572977060769,0.7,0
143,31.7228172997998,2.96107472328532,0.065828191707257,44.9818633398506,0.7,0
144,151.370695710254,1.47393693250082,0.119203176277909,12.3649132390943,0.7,0
145,90.1085664444981,2.95833418136802,0.0652984806702772,45.3047934806636,0.7,0
146,152.309811192133,6.07472501621354,0.0394420612749027,154.016418510027,0.7,0
147,32.9651525139662,1.52861265967066,0.115120623001034,13.2783563867347,0.7,0
148,93.693252449034,1.55025741138068,0.128314791357944,12.0816734764124,0.7,0
149,29.2839419550459,6.06374464972325,0.0266917973559918,227.176333195188,0.7,0
150,148.035907614097,3.06200763395181,0.0536290644944562,57.0960478765826,0.7,0
151,27.2773900798375,2.97795963073341,0.0586867645354756,50.7432920234215,0.7,0
152,89.4974738590946,5.90884607023829,0.0352114672093756,167.810277120886,0.7,0
153,152.55169025174,1.40482689290519,0.12832716966447,10.9472288415487,0.7,0
154,31.3770052154993,3.07437219110728,0.06003573366682,51.2090384065114,0.7,0
155,88.5279854133307,1.58119798684544,0.11749446387885,13.4576382124338,0.7,0
156,149.041181036685,5.96337924541831,0.0354315646334309,168.306968859954,0.7,0
157,87.5854253206094,6.05218761058709,0.0237952807627125,254.344030269689,0.7,0
158,148.940683819603,1.52978149696797,0.119539889002875,12.7972470924009,0.7,0
159,28.1681837871853,3.06459734911398,0.061623202985037,49.731224614503,0.7,0
160,149.130929546072,3.07030389708925,0.0671471436957488,45.7250111933449,0.7,0
161,27.721591770278,5.95545573598726,0.0334291184737289,178.151743387056,0.7,0
