corridorID,nameTex0,nameTex1,reward,RewardLocation,Opto,OptoStimLocation
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
1,grid,grid,1,160,0,35
