trialnum,signal,RewardTrial
1,100,1
2,100,1
3,100,1
4,100,1
5,100,1
6,100,1
7,100,1
8,100,1
9,100,1
10,100,1
11,19,1
12,0,0
13,18,1
14,0,0
15,17,1
16,11,1
17,15,1
18,22,1
19,100,1
20,11,1
21,100,1
22,0,0
23,11,1
24,12,1
25,19,1
26,12,1
27,17,1
28,10,1
29,0,0
30,9,1
31,12,1
32,11,1
33,0,0
34,21,1
35,100,1
36,22,1
37,8,1
38,0,0
39,16,1
40,8,1
41,0,0
42,14,1
43,0,0
44,100,1
45,15,1
46,20,1
47,17,1
48,11,1
49,21,1
50,19,1
51,16,1
52,0,0
53,21,1
54,13,1
55,13,1
56,17,1
57,100,1
58,9,1
59,13,1
60,0,0
61,10,1
62,20,1
63,100,1
64,0,0
65,18,1
66,18,1
67,21,1
68,0,0
69,20,1
70,16,1
71,8,1
72,9,1
73,100,1
74,15,1
75,22,1
76,0,0
77,0,0
78,20,1
79,22,1
80,22,1
81,13,1
82,100,1
83,12,1
84,0,0
85,19,1
86,11,1
87,22,1
88,21,1
89,13,1
90,0,0
91,13,1
92,18,1
93,18,1
94,0,0
95,20,1
96,100,1
97,16,1
98,9,1
99,0,0
100,16,1
101,8,1
102,0,0
103,19,1
104,17,1
105,100,1
106,16,1
107,11,1
108,18,1
109,0,0
110,18,1
111,13,1
112,8,1
113,20,1
114,19,1
115,0,0
116,0,0
117,15,1
118,18,1
119,100,1
120,19,1
121,12,1
122,0,0
123,21,1
124,16,1
125,100,1
126,12,1
127,12,1
128,21,1
129,13,1
130,0,0
131,100,1
132,10,1
133,0,0
134,22,1
135,17,1
136,22,1
137,10,1
138,100,1
139,20,1
140,15,1
141,16,1
142,8,1
143,0,0
144,16,1
145,17,1
146,15,1
147,0,0
148,8,1
149,15,1
150,100,1
151,8,1
152,20,1
153,16,1
154,18,1
155,17,1
156,100,1
157,17,1
158,0,0
159,22,1
160,0,0
161,0,0
162,10,1
163,15,1
164,20,1
165,15,1
166,0,0
167,19,1
168,10,1
169,18,1
170,100,1
171,21,1
172,10,1
173,14,1
174,8,1
175,11,1
176,17,1
177,0,0
178,21,1
179,0,0
180,100,1
181,13,1
182,0,0
183,8,1
184,0,0
185,21,1
186,15,1
187,21,1
188,12,1
189,100,1
190,18,1
191,8,1
192,15,1
193,100,1
194,12,1
195,0,0
196,13,1
197,0,0
198,22,1
199,19,1
200,13,1
201,0,0
202,17,1
203,14,1
204,100,1
205,16,1
206,22,1
207,17,1
208,10,1
209,20,1
210,100,1
211,100,1
212,18,1
213,9,1
214,100,1
215,10,1
216,12,1
217,0,0
218,14,1
219,15,1
220,12,1
221,0,0
222,0,0
223,100,1
224,20,1
225,19,1
226,12,1
227,17,1
228,9,1
229,18,1
230,13,1
231,18,1
232,12,1
233,100,1
234,18,1
235,100,1
236,0,0
237,13,1
238,13,1
239,11,1
240,18,1
241,20,1
242,21,1
243,15,1
244,10,1
245,17,1
246,10,1
247,0,0
248,100,1
249,14,1
250,0,0
251,0,0
252,20,1
253,0,0
254,14,1
255,100,1
256,21,1
257,13,1
258,18,1
259,16,1
260,9,1
261,14,1
262,21,1
263,8,1
264,0,0
265,100,1
266,13,1
267,100,1
268,11,1
269,11,1
270,13,1
271,21,1
272,15,1
273,20,1
274,13,1
275,14,1
276,0,0
277,100,1
278,22,1
279,9,1
280,0,0
281,9,1
282,18,1
283,100,1
284,21,1
285,9,1
286,0,0
287,17,1
288,100,1
289,10,1
290,18,1
291,0,0
292,17,1
293,8,1
294,19,1
295,22,1
296,14,1
297,100,1
298,13,1
299,0,0
300,8,1
301,11,1
302,16,1
303,0,0
304,100,1
305,17,1
306,11,1
307,17,1
308,8,1
309,22,1
310,100,1
311,9,1
312,100,1
313,13,1
314,17,1
315,15,1
316,100,1
317,15,1
318,13,1
319,0,0
320,19,1
321,12,1
322,17,1
323,0,0
324,21,1
325,100,1
326,12,1
327,20,1
328,100,1
329,19,1
330,9,1
331,0,0
332,10,1
333,14,1
334,100,1
335,18,1
336,0,0
337,17,1
338,18,1
339,8,1
340,9,1
341,19,1
342,20,1
343,19,1
344,100,1
345,100,1
346,0,0
347,22,1
348,21,1
349,11,1
350,15,1
351,19,1
352,15,1
353,0,0
354,17,1
355,16,1
356,0,0
357,18,1
358,100,1
359,8,1
360,15,1
361,11,1
362,13,1
363,16,1
364,0,0
365,19,1
366,14,1
367,0,0
368,15,1
369,9,1
370,100,1
371,100,1
372,11,1
373,12,1
374,14,1
375,11,1
376,0,0
377,11,1
378,21,1
379,100,1
380,16,1
381,100,1
382,22,1
383,17,1
384,0,0
385,11,1
386,9,1
387,16,1
388,0,0
389,14,1
390,18,1
391,19,1
392,13,1
393,16,1
394,11,1
395,22,1
396,100,1
397,15,1
398,100,1
399,0,0
400,12,1
401,11,1
402,22,1
403,18,1
404,100,1
405,18,1
406,0,0
407,17,1
408,0,0
409,19,1
410,16,1
411,15,1
412,21,1
413,13,1
414,11,1
415,12,1
416,100,1
417,21,1
418,18,1
419,0,0
420,0,0
421,20,1
422,0,0
423,100,1
424,100,1
425,13,1
426,17,1
427,8,1
428,21,1
429,15,1
430,15,1
431,19,1
432,0,0
433,13,1
434,100,1
435,17,1
436,12,1
437,12,1
438,17,1
439,14,1
440,100,1
441,100,1
442,9,1
443,11,1
444,22,1
445,18,1
446,0,0
447,17,1
448,12,1
449,0,0
450,8,1
451,16,1
452,8,1
453,11,1
454,10,1
455,14,1
456,100,1
457,100,1
458,0,0
459,19,1
460,17,1
461,0,0
462,12,1
463,0,0
464,100,1
465,12,1
466,9,1
467,10,1
468,18,1
469,9,1
470,21,1
471,0,0
472,14,1
473,9,1
474,16,1
475,20,1
476,0,0
477,13,1
478,100,1
479,19,1
480,18,1
481,16,1
482,0,0
483,13,1
484,0,0
485,13,1
486,14,1
487,14,1
488,11,1
489,100,1
490,15,1
491,8,1
492,16,1
493,0,0
494,8,1
495,21,1
496,100,1
497,20,1
498,0,0
499,13,1
500,22,1
501,22,1
502,22,1
503,10,1
504,8,1
505,100,1
506,11,1
507,13,1
508,11,1
509,0,0
510,0,0
511,19,1
512,11,1
513,0,0
514,14,1
515,11,1
516,13,1
517,21,1
518,8,1
519,0,0
520,100,1
521,0,0
522,9,1
523,13,1
524,0,0
525,20,1
526,11,1
527,22,1
528,22,1
529,13,1
530,100,1
531,22,1
532,9,1
533,19,1
534,0,0
535,0,0
536,16,1
537,17,1
538,15,1
539,11,1
540,100,1
541,100,1
542,100,1
543,10,1
544,17,1
545,20,1
546,18,1
547,0,0
548,15,1
549,22,1
550,16,1
551,11,1
552,18,1
553,12,1
554,100,1
555,0,0
556,100,1
557,19,1
558,22,1
559,12,1
560,21,1
561,18,1
562,9,1
563,0,0
564,0,0
565,11,1
566,22,1
567,15,1
568,100,1
569,21,1
570,19,1
571,8,1
572,100,1
573,19,1
574,0,0
575,18,1
576,21,1
577,100,1
578,16,1
579,17,1
580,9,1
581,100,1
582,11,1
583,8,1
584,14,1
585,0,0
586,0,0
587,12,1
588,12,1
589,15,1
590,10,1
591,22,1
592,22,1
593,16,1
594,8,1
595,0,0
596,0,0
597,100,1
598,21,1
599,18,1
600,9,1
601,22,1
602,0,0
603,100,1
604,0,0
605,12,1
606,20,1
607,14,1
608,16,1
609,15,1
610,16,1
611,100,1
612,0,0
613,10,1
614,16,1
615,10,1
616,14,1
617,100,1
618,16,1
619,14,1
620,20,1
621,22,1
622,22,1
623,0,0
624,19,1
625,10,1
626,0,0
627,8,1
628,100,1
629,10,1
630,16,1
631,17,1
632,13,1
633,17,1
634,0,0
635,100,1
636,100,1
637,21,1
638,11,1
639,12,1
640,9,1
641,15,1
642,100,1
643,20,1
644,12,1
645,19,1
646,14,1
647,16,1
648,0,0
649,0,0
650,22,1
651,18,1
652,22,1
653,100,1
654,9,1
655,21,1
656,0,0
657,8,1
658,9,1
659,17,1
660,100,1
661,13,1
662,12,1
663,19,1
664,12,1
665,100,1
666,0,0
667,0,0
668,17,1
669,14,1
670,12,1
671,0,0
672,0,0
673,20,1
674,16,1
675,9,1
676,11,1
677,10,1
678,16,1
679,100,1
