trialnum,signal,RewardTrial
1,100,1
2,100,1
3,100,1
4,100,1
5,100,1
6,100,1
7,100,1
8,100,1
9,100,1
10,100,1
11,100,1
12,100,1
13,10,1
14,12,1
15,19,1
16,0,0
17,13,1
18,0,0
19,100,1
20,17,1
21,14,1
22,13,1
23,0,0
24,100,1
25,13,1
26,100,1
27,19,1
28,0,0
29,100,1
30,100,1
31,12,1
32,13,1
33,11,1
34,11,1
35,0,0
36,100,1
37,100,1
38,13,1
39,100,1
40,15,1
41,100,1
42,100,1
43,15,1
44,14,1
45,19,1
46,100,1
47,0,0
48,0,0
49,20,1
50,100,1
51,100,1
52,13,1
53,100,1
54,100,1
55,0,0
56,17,1
57,12,1
58,15,1
59,15,1
60,100,1
61,15,1
62,12,1
63,0,0
64,100,1
65,100,1
66,14,1
67,19,1
68,100,1
69,13,1
70,0,0
71,19,1
72,0,0
73,100,1
74,12,1
75,0,0
76,10,1
77,12,1
78,10,1
79,100,1
80,100,1
81,15,1
82,12,1
83,100,1
84,100,1
85,0,0
86,13,1
87,15,1
88,100,1
89,12,1
90,20,1
91,0,0
92,15,1
93,0,0
94,100,1
95,100,1
96,18,1
97,11,1
98,100,1
99,11,1
100,11,1
101,20,1
102,100,1
103,100,1
104,18,1
105,0,0
106,100,1
107,10,1
108,0,0
109,19,1
110,100,1
111,17,1
112,18,1
113,0,0
114,15,1
115,19,1
116,100,1
117,100,1
118,0,0
119,13,1
120,100,1
121,100,1
122,11,1
123,100,1
124,0,0
125,100,1
126,16,1
127,17,1
128,0,0
129,18,1
130,15,1
131,18,1
132,100,1
133,100,1
134,10,1
135,18,1
136,19,1
137,12,1
138,100,1
139,0,0
140,11,1
141,0,0
142,15,1
143,100,1
144,100,1
145,0,0
146,17,1
147,100,1
148,10,1
149,100,1
150,15,1
151,12,1
152,0,0
153,19,1
154,13,1
155,11,1
156,10,1
157,0,0
158,100,1
159,100,1
160,14,1
161,12,1
162,19,1
163,15,1
164,18,1
165,15,1
166,100,1
167,100,1
168,0,0
169,100,1
170,100,1
171,13,1
172,18,1
173,12,1
174,0,0
175,100,1
176,11,1
177,14,1
178,100,1
179,16,1
180,0,0
181,0,0
182,17,1
183,100,1
184,0,0
185,10,1
186,100,1
187,19,1
188,100,1
189,100,1
190,17,1
191,100,1
192,100,1
193,11,1
194,20,1
195,0,0
196,15,1
197,100,1
198,0,0
199,11,1
200,14,1
201,0,0
202,0,0
203,100,1
204,10,1
205,100,1
206,13,1
207,100,1
208,17,1
209,20,1
210,100,1
211,100,1
212,18,1
213,12,1
214,0,0
215,100,1
216,13,1
217,100,1
218,0,0
219,10,1
220,18,1
221,100,1
222,100,1
223,15,1
224,13,1
225,100,1
226,15,1
227,15,1
228,0,0
229,0,0
230,18,1
231,15,1
232,0,0
233,16,1
234,100,1
235,100,1
236,0,0
237,18,1
238,14,1
239,17,1
240,100,1
241,0,0
242,100,1
243,0,0
244,100,1
245,16,1
246,16,1
247,14,1
248,100,1
249,20,1
250,100,1
251,15,1
252,12,1
253,100,1
254,11,1
255,0,0
256,17,1
257,0,0
258,14,1
259,100,1
260,100,1
261,10,1
262,0,0
263,16,1
264,11,1
265,17,1
266,0,0
267,100,1
268,100,1
269,12,1
270,12,1
271,17,1
272,0,0
273,0,0
274,100,1
275,16,1
276,100,1
277,10,1
278,14,1
279,100,1
280,100,1
281,15,1
282,0,0
283,18,1
284,14,1
285,100,1
286,100,1
287,17,1
288,14,1
289,14,1
290,19,1
291,17,1
292,0,0
293,100,1
294,100,1
295,16,1
296,16,1
297,19,1
298,0,0
299,17,1
300,15,1
301,14,1
302,0,0
303,19,1
304,18,1
305,100,1
306,100,1
307,13,1
308,100,1
309,0,0
310,13,1
311,100,1
312,100,1
313,17,1
314,16,1
315,0,0
316,100,1
317,19,1
318,0,0
319,18,1
320,13,1
321,0,0
322,15,1
323,0,0
324,13,1
325,100,1
326,100,1
327,20,1
328,100,1
329,11,1
330,100,1
331,0,0
332,14,1
333,100,1
334,17,1
335,100,1
336,100,1
337,12,1
338,17,1
339,10,1
340,100,1
341,100,1
342,19,1
343,18,1
344,100,1
345,0,0
346,19,1
347,0,0
348,10,1
349,100,1
350,19,1
351,19,1
352,14,1
353,15,1
354,100,1
355,0,0
356,0,0
357,17,1
358,100,1
359,100,1
360,11,1
361,100,1
362,100,1
363,11,1
364,14,1
365,17,1
366,15,1
367,100,1
368,100,1
369,0,0
370,0,0
371,17,1
372,0,0
373,100,1
374,100,1
375,15,1
376,0,0
377,11,1
378,100,1
379,19,1
380,100,1
381,100,1
382,13,1
383,0,0
384,19,1
385,11,1
386,10,1
387,100,1
388,17,1
389,0,0
390,100,1
391,20,1
392,100,1
393,100,1
394,19,1
395,100,1
396,0,0
397,12,1
398,13,1
399,15,1
400,100,1
401,100,1
402,15,1
403,16,1
404,17,1
405,12,1
406,100,1
407,100,1
408,15,1
409,0,0
410,100,1
411,0,0
412,100,1
413,0,0
414,20,1
415,100,1
416,100,1
417,18,1
418,100,1
419,12,1
420,11,1
421,100,1
422,17,1
423,0,0
424,17,1
425,100,1
426,0,0
427,100,1
428,17,1
429,20,1
430,100,1
431,10,1
432,14,1
433,0,0
434,100,1
435,100,1
436,19,1
437,100,1
438,100,1
439,0,0
440,18,1
441,100,1
442,18,1
443,0,0
444,0,0
445,18,1
446,11,1
447,100,1
448,18,1
449,100,1
450,100,1
451,12,1
452,0,0
453,11,1
454,100,1
455,100,1
456,0,0
457,13,1
458,100,1
459,100,1
460,13,1
461,100,1
462,19,1
463,16,1
464,0,0
465,19,1
466,17,1
467,100,1
468,0,0
469,100,1
470,13,1
471,14,1
472,16,1
473,100,1
474,0,0
475,100,1
476,100,1
477,19,1
478,100,1
479,11,1
480,0,0
481,100,1
482,18,1
483,100,1
484,10,1
485,13,1
486,0,0
487,17,1
488,100,1
489,100,1
490,0,0
491,19,1
492,100,1
493,0,0
494,20,1
495,13,1
496,100,1
497,17,1
498,0,0
499,100,1
500,100,1
501,12,1
502,16,1
503,0,0
504,0,0
505,11,1
506,20,1
507,100,1
508,100,1
509,19,1
510,100,1
511,0,0
512,100,1
513,18,1
514,15,1
515,0,0
516,100,1
517,100,1
518,13,1
519,16,1
520,20,1
521,18,1
522,0,0
523,13,1
524,100,1
525,100,1
526,11,1
527,12,1
528,0,0
529,100,1
530,100,1
531,15,1
532,100,1
533,10,1
534,100,1
535,100,1
536,0,0
537,17,1
538,100,1
539,0,0
540,10,1
541,17,1
542,12,1
543,0,0
544,0,0
545,100,1
546,20,1
547,100,1
548,19,1
549,100,1
550,100,1
551,16,1
552,100,1
553,100,1
554,18,1
555,100,1
556,11,1
557,0,0
558,18,1
559,19,1
560,11,1
561,11,1
562,100,1
563,100,1
564,17,1
565,0,0
566,12,1
567,20,1
568,100,1
569,100,1
570,0,0
571,0,0
572,100,1
573,17,1
574,14,1
575,17,1
576,100,1
577,19,1
578,100,1
579,12,1
580,100,1
581,100,1
582,10,1
583,0,0
584,100,1
585,0,0
586,10,1
587,14,1
588,100,1
589,100,1
590,15,1
591,100,1
592,100,1
593,13,1
594,19,1
595,14,1
596,0,0
597,100,1
598,0,0
599,100,1
600,18,1
601,20,1
602,11,1
603,100,1
604,100,1
605,19,1
606,100,1
607,100,1
608,0,0
609,18,1
610,0,0
611,0,0
612,100,1
613,11,1
614,10,1
615,0,0
616,13,1
617,14,1
618,100,1
619,15,1
620,100,1
621,100,1
622,17,1
623,16,1
624,16,1
625,100,1
626,0,0
627,100,1
628,0,0
629,100,1
630,14,1
631,17,1
632,0,0
633,100,1
634,100,1
635,12,1
636,100,1
637,100,1
638,0,0
639,19,1
640,12,1
641,18,1
642,100,1
643,16,1
644,100,1
645,0,0
646,14,1
647,14,1
648,20,1
649,0,0
650,100,1
651,13,1
652,0,0
653,10,1
654,100,1
655,100,1
656,0,0
657,100,1
658,14,1
659,18,1
660,14,1
661,16,1
662,10,1
663,100,1
664,0,0
665,100,1
666,17,1
667,0,0
668,13,1
669,100,1
670,100,1
671,12,1
672,0,0
673,0,0
674,13,1
675,16,1
676,16,1
677,100,1
678,11,1
679,100,1
