trialnum,signal,RewardTrial
1,100,1
2,100,1
3,19,1
4,10,1
5,15,1
6,9,1
7,5,1
8,19,1
9,0,0
10,13,1
11,15,1
12,14,1
13,16,1
14,19,1
15,15,1
16,100,1
17,17,1
18,100,1
19,0,0
20,19,1
21,16,1
22,7,1
23,9,1
24,5,1
25,100,1
26,0,0
27,100,1
28,15,1
29,19,1
30,15,1
31,16,1
32,7,1
33,10,1
34,13,1
35,100,1
36,0,0
37,11,1
38,17,1
39,17,1
40,100,1
41,100,1
42,9,1
43,11,1
44,15,1
45,13,1
46,7,1
47,0,0
48,100,1
49,5,1
50,6,1
51,0,0
52,8,1
53,11,1
54,13,1
55,19,1
56,15,1
57,100,1
58,19,1
59,100,1
60,5,1
61,14,1
62,19,1
63,100,1
64,9,1
65,19,1
66,0,0
67,18,1
68,7,1
69,100,1
70,16,1
71,7,1
72,6,1
73,0,0
74,9,1
75,10,1
76,10,1
77,9,1
78,100,1
79,100,1
80,9,1
81,15,1
82,100,1
83,100,1
84,19,1
85,6,1
86,0,0
87,9,1
88,13,1
89,17,1
90,16,1
91,13,1
92,5,1
93,15,1
94,17,1
95,100,1
96,100,1
97,5,1
98,10,1
99,0,0
100,8,1
101,11,1
102,100,1
103,0,0
104,9,1
105,19,1
106,6,1
107,100,1
108,8,1
109,18,1
110,14,1
111,100,1
112,0,0
113,10,1
114,10,1
115,14,1
116,15,1
117,15,1
118,100,1
119,19,1
120,5,1
121,11,1
122,5,1
123,15,1
124,16,1
125,13,1
126,5,1
127,100,1
128,100,1
129,0,0
130,5,1
131,19,1
132,8,1
133,100,1
134,17,1
135,10,1
136,100,1
137,11,1
138,6,1
139,16,1
140,0,0
141,100,1
142,0,0
143,11,1
144,9,1
145,10,1
146,12,1
147,100,1
148,11,1
149,15,1
150,15,1
151,5,1
152,0,0
153,6,1
154,11,1
155,100,1
156,16,1
157,17,1
158,14,1
159,100,1
160,10,1
161,18,1
162,8,1
163,0,0
164,100,1
165,5,1
166,15,1
167,16,1
168,100,1
169,18,1
170,16,1
171,19,1
172,0,0
173,13,1
174,19,1
175,19,1
176,12,1
177,17,1
178,100,1
179,100,1
180,18,1
181,100,1
182,0,0
183,18,1
184,100,1
185,11,1
186,16,1
187,19,1
188,17,1
189,18,1
190,11,1
191,17,1
192,0,0
193,19,1
194,100,1
195,100,1
196,10,1
197,7,1
198,17,1
199,13,1
200,19,1
201,12,1
202,8,1
203,15,1
204,0,0
205,18,1
206,100,1
207,100,1
208,14,1
209,9,1
210,12,1
211,11,1
212,6,1
213,100,1
214,100,1
215,13,1
216,18,1
217,13,1
218,0,0
219,9,1
220,18,1
221,16,1
222,16,1
223,13,1
224,13,1
225,9,1
226,100,1
227,0,0
228,13,1
229,100,1
230,19,1
231,12,1
232,15,1
233,12,1
234,100,1
235,16,1
236,8,1
237,0,0
238,100,1
239,8,1
240,6,1
241,15,1
242,100,1
243,17,1
244,100,1
245,16,1
246,16,1
247,6,1
248,12,1
249,0,0
250,17,1
251,17,1
252,10,1
253,9,1
254,6,1
255,15,1
256,13,1
257,0,0
258,100,1
259,100,1
260,5,1
261,100,1
262,11,1
263,11,1
264,0,0
265,16,1
266,17,1
267,13,1
268,7,1
269,100,1
270,13,1
271,100,1
272,15,1
273,0,0
274,100,1
275,11,1
276,8,1
277,8,1
278,19,1
279,12,1
280,17,1
281,100,1
282,0,0
283,14,1
284,17,1
285,19,1
286,100,1
287,14,1
288,14,1
289,14,1
290,5,1
291,0,0
292,19,1
293,18,1
294,15,1
295,9,1
296,10,1
297,100,1
298,6,1
299,12,1
300,100,1
301,14,1
302,0,0
303,100,1
304,15,1
305,5,1
306,7,1
307,11,1
308,10,1
309,100,1
310,19,1
311,18,1
312,19,1
313,8,1
314,7,1
315,13,1
316,13,1
317,100,1
318,0,0
319,15,1
320,100,1
321,100,1
322,0,0
323,9,1
324,100,1
325,10,1
326,10,1
327,6,1
328,6,1
329,13,1
330,9,1
331,19,1
332,100,1
333,100,1
334,15,1
335,13,1
336,15,1
337,19,1
338,0,0
339,11,1
340,18,1
341,18,1
342,100,1
343,100,1
344,0,0
345,17,1
346,5,1
347,10,1
348,9,1
349,14,1
350,7,1
351,10,1
352,17,1
353,8,1
354,5,1
355,100,1
356,19,1
357,100,1
358,0,0
359,14,1
360,8,1
361,11,1
362,16,1
363,0,0
364,100,1
365,13,1
366,11,1
367,14,1
368,7,1
369,17,1
370,100,1
371,100,1
372,100,1
373,0,0
374,17,1
375,12,1
376,16,1
377,11,1
378,15,1
379,7,1
380,12,1
381,15,1
382,7,1
383,100,1
384,5,1
385,10,1
386,100,1
387,11,1
388,16,1
389,6,1
390,0,0
391,18,1
392,100,1
393,8,1
394,10,1
395,11,1
396,19,1
397,7,1
398,100,1
399,18,1
400,0,0
401,100,1
402,0,0
403,13,1
404,100,1
405,9,1
406,18,1
407,13,1
408,11,1
409,17,1
410,10,1
411,0,0
412,19,1
413,13,1
414,16,1
415,15,1
416,100,1
417,8,1
418,17,1
419,17,1
420,100,1
421,5,1
422,100,1
423,14,1
424,9,1
425,16,1
426,100,1
427,0,0
428,12,1
429,16,1
430,12,1
431,13,1
432,0,0
433,8,1
434,100,1
435,10,1
436,9,1
437,17,1
438,19,1
439,100,1
440,14,1
441,18,1
442,19,1
443,14,1
444,100,1
445,100,1
446,16,1
447,11,1
448,12,1
449,5,1
450,0,0
451,100,1
452,17,1
453,10,1
454,100,1
455,17,1
456,0,0
457,19,1
458,12,1
459,10,1
460,5,1
461,18,1
462,15,1
463,11,1
464,100,1
465,19,1
466,15,1
467,0,0
468,14,1
469,12,1
470,100,1
471,0,0
472,18,1
473,5,1
474,12,1
475,9,1
476,100,1
477,7,1
478,100,1
479,7,1
480,18,1
481,6,1
482,19,1
483,100,1
484,15,1
485,5,1
486,5,1
487,100,1
488,0,0
489,17,1
490,12,1
491,17,1
492,0,0
493,8,1
494,17,1
495,100,1
496,8,1
497,100,1
498,19,1
499,19,1
500,13,1
501,100,1
502,18,1
503,14,1
504,16,1
505,0,0
506,13,1
507,7,1
508,18,1
509,100,1
510,12,1
511,19,1
512,100,1
513,10,1
514,8,1
515,0,0
516,15,1
517,9,1
518,100,1
519,6,1
520,18,1
521,15,1
522,19,1
523,11,1
524,100,1
525,100,1
526,17,1
527,17,1
528,0,0
529,10,1
530,18,1
531,9,1
532,7,1
533,11,1
534,8,1
535,5,1
536,100,1
537,14,1
538,14,1
539,0,0
540,100,1
541,14,1
542,15,1
543,17,1
544,5,1
545,100,1
546,15,1
547,13,1
548,100,1
549,0,0
550,15,1
551,100,1
552,18,1
553,100,1
554,9,1
555,6,1
556,9,1
557,16,1
558,12,1
559,11,1
560,0,0
561,7,1
562,8,1
563,0,0
564,15,1
565,100,1
566,17,1
567,15,1
568,13,1
569,100,1
570,19,1
571,11,1
572,12,1
573,9,1
574,14,1
575,11,1
576,9,1
577,0,0
578,100,1
579,100,1
580,14,1
581,16,1
582,19,1
583,16,1
584,100,1
585,13,1
586,11,1
587,0,0
588,100,1
589,7,1
590,8,1
591,15,1
592,0,0
593,100,1
594,100,1
595,19,1
596,14,1
597,18,1
598,8,1
599,15,1
600,9,1
601,5,1
602,17,1
603,100,1
604,11,1
605,6,1
606,19,1
607,100,1
608,10,1
609,13,1
610,0,0
611,8,1
612,14,1
613,10,1
614,12,1
615,11,1
616,100,1
617,0,0
618,10,1
619,9,1
620,100,1
621,16,1
622,8,1
623,100,1
624,19,1
625,18,1
626,0,0
627,100,1
628,9,1
629,8,1
630,8,1
631,8,1
632,8,1
633,11,1
634,17,1
635,14,1
636,100,1
637,7,1
638,0,0
639,17,1
640,100,1
641,19,1
642,0,0
643,7,1
644,17,1
645,100,1
646,8,1
647,100,1
648,11,1
649,9,1
650,11,1
651,100,1
652,9,1
653,6,1
654,15,1
655,5,1
656,100,1
657,8,1
658,12,1
659,9,1
660,0,0
661,100,1
662,100,1
663,0,0
664,11,1
665,13,1
666,5,1
667,18,1
668,17,1
669,6,1
670,7,1
671,5,1
672,13,1
673,100,1
674,100,1
675,15,1
676,0,0
677,16,1
678,8,1
679,19,1
