trialnum,signal,RewardTrial
1,100,1
2,100,1
3,100,1
4,100,1
5,100,1
6,100,1
7,100,1
8,100,1
9,100,1
10,100,1
11,100,1
12,100,1
13,100,1
14,100,1
15,100,1
16,0,0
17,0,0
18,100,1
19,100,1
20,100,1
21,4,1
22,100,1
23,100,1
24,0,0
25,3,1
26,6,1
27,5,1
28,6,1
29,100,1
30,100,1
31,8,1
32,100,1
33,100,1
34,6,1
35,9,1
36,100,1
37,0,0
38,100,1
39,9,1
40,0,0
41,100,1
42,6,1
43,100,1
44,0,0
45,9,1
46,100,1
47,0,0
48,5,1
49,5,1
50,100,1
51,3,1
52,6,1
53,100,1
54,0,0
55,9,1
56,100,1
57,100,1
58,100,1
59,100,1
60,9,1
61,7,1
62,4,1
63,100,1
64,8,1
65,100,1
66,5,1
67,100,1
68,100,1
69,0,0
70,0,0
71,6,1
72,100,1
73,100,1
74,100,1
75,11,1
76,3,1
77,0,0
78,6,1
79,100,1
80,0,0
81,9,1
82,0,0
83,6,1
84,3,1
85,100,1
86,10,1
87,10,1
88,100,1
89,100,1
90,100,1
91,4,1
92,9,1
93,100,1
94,100,1
95,3,1
96,0,0
97,100,1
98,100,1
99,4,1
100,5,1
101,8,1
102,100,1
103,100,1
104,6,1
105,3,1
106,0,0
107,8,1
108,0,0
109,100,1
110,100,1
111,8,1
112,100,1
113,100,1
114,100,1
115,4,1
116,100,1
117,7,1
118,0,0
119,11,1
120,11,1
121,4,1
122,9,1
123,100,1
124,100,1
125,6,1
126,0,0
127,100,1
128,6,1
129,100,1
130,100,1
131,100,1
132,10,1
133,100,1
134,7,1
135,5,1
136,5,1
137,100,1
138,0,0
139,100,1
140,5,1
141,100,1
142,4,1
143,6,1
144,0,0
145,9,1
146,6,1
147,100,1
148,100,1
149,0,0
150,100,1
151,100,1
152,100,1
153,0,0
154,5,1
155,7,1
156,100,1
157,3,1
158,100,1
159,4,1
160,6,1
161,100,1
162,100,1
163,100,1
164,100,1
165,11,1
166,4,1
167,10,1
168,7,1
169,0,0
170,100,1
171,5,1
172,5,1
173,100,1
174,100,1
175,100,1
176,8,1
177,4,1
178,4,1
179,100,1
180,0,0
181,100,1
182,100,1
183,4,1
184,3,1
185,3,1
186,9,1
187,100,1
188,9,1
189,0,0
190,100,1
191,100,1
192,10,1
193,100,1
194,100,1
195,0,0
196,5,1
197,5,1
198,5,1
199,3,1
200,100,1
201,4,1
202,0,0
203,0,0
204,100,1
205,100,1
206,8,1
207,100,1
208,6,1
209,10,1
210,100,1
211,7,1
212,100,1
213,4,1
214,100,1
215,6,1
216,8,1
217,100,1
218,10,1
219,0,0
220,100,1
221,100,1
222,9,1
223,9,1
224,0,0
225,4,1
226,0,0
227,100,1
228,100,1
229,100,1
230,9,1
231,0,0
232,100,1
233,8,1
234,0,0
235,100,1
236,11,1
237,100,1
238,100,1
239,3,1
240,10,1
241,4,1
242,11,1
243,100,1
244,0,0
245,100,1
246,100,1
247,100,1
248,100,1
249,6,1
250,8,1
251,4,1
252,100,1
253,0,0
254,100,1
255,100,1
256,9,1
257,100,1
258,5,1
259,3,1
260,10,1
261,100,1
262,9,1
263,0,0
264,100,1
265,4,1
266,100,1
267,0,0
268,4,1
269,6,1
270,100,1
271,100,1
272,100,1
273,6,1
274,5,1
275,3,1
276,0,0
277,100,1
278,100,1
279,0,0
280,6,1
281,7,1
282,5,1
283,3,1
284,5,1
285,100,1
286,100,1
287,100,1
288,100,1
289,0,0
290,8,1
291,100,1
292,5,1
293,4,1
294,9,1
295,100,1
296,100,1
297,10,1
298,0,0
299,0,0
300,100,1
301,8,1
302,5,1
303,100,1
304,100,1
305,0,0
306,8,1
307,11,1
308,100,1
309,100,1
310,6,1
311,100,1
312,100,1
313,0,0
314,4,1
315,100,1
316,9,1
317,10,1
318,6,1
319,100,1
320,4,1
321,4,1
322,0,0
323,100,1
324,10,1
325,100,1
326,100,1
327,7,1
328,100,1
329,5,1
330,5,1
331,9,1
332,9,1
333,100,1
334,100,1
335,7,1
336,10,1
337,100,1
338,0,0
339,100,1
340,100,1
341,8,1
342,100,1
343,5,1
344,10,1
345,4,1
346,100,1
347,10,1
348,100,1
349,100,1
350,0,0
351,9,1
352,100,1
353,10,1
354,100,1
355,0,0
356,0,0
357,100,1
358,100,1
359,5,1
360,6,1
361,100,1
362,100,1
363,100,1
364,8,1
365,11,1
366,0,0
367,3,1
368,5,1
369,100,1
370,100,1
371,100,1
372,4,1
373,10,1
374,100,1
375,4,1
376,0,0
377,100,1
378,4,1
379,100,1
380,8,1
381,7,1
382,0,0
383,100,1
384,6,1
385,9,1
386,100,1
387,100,1
388,100,1
389,0,0
390,3,1
391,0,0
392,4,1
393,100,1
394,11,1
395,8,1
396,100,1
397,11,1
398,100,1
399,5,1
400,100,1
401,100,1
402,0,0
403,11,1
404,100,1
405,8,1
406,100,1
407,6,1
408,100,1
409,4,1
410,100,1
411,0,0
412,5,1
413,100,1
414,100,1
415,100,1
416,100,1
417,3,1
418,3,1
419,100,1
420,8,1
421,10,1
422,100,1
423,9,1
424,100,1
425,100,1
426,100,1
427,0,0
428,3,1
429,0,0
430,10,1
431,3,1
432,10,1
433,5,1
434,100,1
435,0,0
436,10,1
437,100,1
438,100,1
439,7,1
440,100,1
441,0,0
442,7,1
443,100,1
444,7,1
445,6,1
446,6,1
447,100,1
448,6,1
449,100,1
450,100,1
451,8,1
452,100,1
453,100,1
454,4,1
455,100,1
456,100,1
457,6,1
458,0,0
459,10,1
460,7,1
461,10,1
462,4,1
463,0,0
464,100,1
465,100,1
466,100,1
467,5,1
468,10,1
469,9,1
470,100,1
471,100,1
472,10,1
473,100,1
474,0,0
475,100,1
476,5,1
477,100,1
478,6,1
479,9,1
480,100,1
481,100,1
482,0,0
483,10,1
484,6,1
485,0,0
486,100,1
487,100,1
488,8,1
489,9,1
490,100,1
491,9,1
492,10,1
493,0,0
494,7,1
495,0,0
496,100,1
497,100,1
498,100,1
499,9,1
500,100,1
501,9,1
502,100,1
503,100,1
504,100,1
505,7,1
506,8,1
507,0,0
508,8,1
509,100,1
510,4,1
511,100,1
512,100,1
513,5,1
514,100,1
515,100,1
516,7,1
517,5,1
518,7,1
519,0,0
520,100,1
521,0,0
522,9,1
523,100,1
524,100,1
525,8,1
526,5,1
527,0,0
528,100,1
529,100,1
530,3,1
531,100,1
532,8,1
533,0,0
534,0,0
535,8,1
536,100,1
537,100,1
538,6,1
539,100,1
540,10,1
541,100,1
542,7,1
543,100,1
544,7,1
545,100,1
546,10,1
547,0,0
548,6,1
549,100,1
550,5,1
551,100,1
552,100,1
553,10,1
554,100,1
555,0,0
556,10,1
557,100,1
558,0,0
559,10,1
560,8,1
561,0,0
562,11,1
563,5,1
564,100,1
565,9,1
566,100,1
567,100,1
568,5,1
569,100,1
570,100,1
571,3,1
572,100,1
573,100,1
574,100,1
575,5,1
576,0,0
577,100,1
578,100,1
579,11,1
580,6,1
581,0,0
582,100,1
583,11,1
584,5,1
585,100,1
586,8,1
587,100,1
588,100,1
589,100,1
590,9,1
591,9,1
592,100,1
593,0,0
594,100,1
595,9,1
596,100,1
597,4,1
598,4,1
599,100,1
600,0,0
601,8,1
602,100,1
603,100,1
604,7,1
605,8,1
606,0,0
607,10,1
608,6,1
609,100,1
610,100,1
611,100,1
612,6,1
613,9,1
614,5,1
615,100,1
616,0,0
617,0,0
618,100,1
619,100,1
620,8,1
621,100,1
622,100,1
623,10,1
624,4,1
625,100,1
626,8,1
627,9,1
628,100,1
629,0,0
630,0,0
631,100,1
632,3,1
633,100,1
634,5,1
635,3,1
636,0,0
637,100,1
638,5,1
639,5,1
640,100,1
641,7,1
642,9,1
643,100,1
644,100,1
645,6,1
646,0,0
647,7,1
648,100,1
649,100,1
650,100,1
651,4,1
652,8,1
653,0,0
654,100,1
655,100,1
656,6,1
657,10,1
658,100,1
659,100,1
660,11,1
661,100,1
662,100,1
663,100,1
664,5,1
665,9,1
666,11,1
667,8,1
668,100,1
669,8,1
670,0,0
671,100,1
672,7,1
673,100,1
674,4,1
675,100,1
676,7,1
677,100,1
678,8,1
679,0,0
