trialnum,signal,RewardTrial
1,100,1
2,100,1
3,100,1
4,100,1
5,100,1
6,100,1
7,100,1
8,100,1
9,100,1
10,100,1
11,24,1
12,0,0
13,23,1
14,0,0
15,22,1
16,16,1
17,20,1
18,27,1
19,100,1
20,16,1
21,100,1
22,0,0
23,16,1
24,17,1
25,24,1
26,17,1
27,22,1
28,15,1
29,0,0
30,14,1
31,17,1
32,16,1
33,0,0
34,26,1
35,100,1
36,27,1
37,13,1
38,0,0
39,21,1
40,13,1
41,0,0
42,19,1
43,0,0
44,100,1
45,20,1
46,25,1
47,22,1
48,16,1
49,26,1
50,24,1
51,21,1
52,0,0
53,26,1
54,18,1
55,18,1
56,22,1
57,100,1
58,14,1
59,18,1
60,0,0
61,15,1
62,25,1
63,100,1
64,0,0
65,23,1
66,23,1
67,26,1
68,0,0
69,25,1
70,21,1
71,13,1
72,14,1
73,100,1
74,20,1
75,27,1
76,0,0
77,0,0
78,25,1
79,27,1
80,27,1
81,18,1
82,100,1
83,17,1
84,0,0
85,24,1
86,16,1
87,27,1
88,26,1
89,18,1
90,0,0
91,18,1
92,23,1
93,23,1
94,0,0
95,25,1
96,100,1
97,21,1
98,14,1
99,0,0
100,21,1
101,13,1
102,0,0
103,24,1
104,22,1
105,100,1
106,21,1
107,16,1
108,23,1
109,0,0
110,23,1
111,18,1
112,13,1
113,25,1
114,24,1
115,0,0
116,0,0
117,20,1
118,23,1
119,100,1
120,24,1
121,17,1
122,0,0
123,26,1
124,21,1
125,100,1
126,17,1
127,17,1
128,26,1
129,18,1
130,0,0
131,100,1
132,15,1
133,0,0
134,27,1
135,22,1
136,27,1
137,15,1
138,100,1
139,25,1
140,20,1
141,21,1
142,13,1
143,0,0
144,21,1
145,22,1
146,20,1
147,0,0
148,13,1
149,20,1
150,100,1
151,13,1
152,25,1
153,21,1
154,23,1
155,22,1
156,100,1
157,22,1
158,0,0
159,27,1
160,0,0
161,0,0
162,15,1
163,20,1
164,25,1
165,20,1
166,0,0
167,24,1
168,15,1
169,23,1
170,100,1
171,26,1
172,15,1
173,19,1
174,13,1
175,16,1
176,22,1
177,0,0
178,26,1
179,0,0
180,100,1
181,18,1
182,0,0
183,13,1
184,0,0
185,26,1
186,20,1
187,26,1
188,17,1
189,100,1
190,23,1
191,13,1
192,20,1
193,100,1
194,17,1
195,0,0
196,18,1
197,0,0
198,27,1
199,24,1
200,18,1
201,0,0
202,22,1
203,19,1
204,100,1
205,21,1
206,27,1
207,22,1
208,15,1
209,25,1
210,100,1
211,100,1
212,23,1
213,14,1
214,100,1
215,15,1
216,17,1
217,0,0
218,19,1
219,20,1
220,17,1
221,0,0
222,0,0
223,100,1
224,25,1
225,24,1
226,17,1
227,22,1
228,14,1
229,23,1
230,18,1
231,23,1
232,17,1
233,100,1
234,23,1
235,100,1
236,0,0
237,18,1
238,18,1
239,16,1
240,23,1
241,25,1
242,26,1
243,20,1
244,15,1
245,22,1
246,15,1
247,0,0
248,100,1
249,19,1
250,0,0
251,0,0
252,25,1
253,0,0
254,19,1
255,100,1
256,26,1
257,18,1
258,23,1
259,21,1
260,14,1
261,19,1
262,26,1
263,13,1
264,0,0
265,100,1
266,18,1
267,100,1
268,16,1
269,16,1
270,18,1
271,26,1
272,20,1
273,25,1
274,18,1
275,19,1
276,0,0
277,100,1
278,27,1
279,14,1
280,0,0
281,14,1
282,23,1
283,100,1
284,26,1
285,14,1
286,0,0
287,22,1
288,100,1
289,15,1
290,23,1
291,0,0
292,22,1
293,13,1
294,24,1
295,27,1
296,19,1
297,100,1
298,18,1
299,0,0
300,13,1
301,16,1
302,21,1
303,0,0
304,100,1
305,22,1
306,16,1
307,22,1
308,13,1
309,27,1
310,100,1
311,14,1
312,100,1
313,18,1
314,22,1
315,20,1
316,100,1
317,20,1
318,18,1
319,0,0
320,24,1
321,17,1
322,22,1
323,0,0
324,26,1
325,100,1
326,17,1
327,25,1
328,100,1
329,24,1
330,14,1
331,0,0
332,15,1
333,19,1
334,100,1
335,23,1
336,0,0
337,22,1
338,23,1
339,13,1
340,14,1
341,24,1
342,25,1
343,24,1
344,100,1
345,100,1
346,0,0
347,27,1
348,26,1
349,16,1
350,20,1
351,24,1
352,20,1
353,0,0
354,22,1
355,21,1
356,0,0
357,23,1
358,100,1
359,13,1
360,20,1
361,16,1
362,18,1
363,21,1
364,0,0
365,24,1
366,19,1
367,0,0
368,20,1
369,14,1
370,100,1
371,100,1
372,16,1
373,17,1
374,19,1
375,16,1
376,0,0
377,16,1
378,26,1
379,100,1
380,21,1
381,100,1
382,27,1
383,22,1
384,0,0
385,16,1
386,14,1
387,21,1
388,0,0
389,19,1
390,23,1
391,24,1
392,18,1
393,21,1
394,16,1
395,27,1
396,100,1
397,20,1
398,100,1
399,0,0
400,17,1
401,16,1
402,27,1
403,23,1
404,100,1
405,23,1
406,0,0
407,22,1
408,0,0
409,24,1
410,21,1
411,20,1
412,26,1
413,18,1
414,16,1
415,17,1
416,100,1
417,26,1
418,23,1
419,0,0
420,0,0
421,25,1
422,0,0
423,100,1
424,100,1
425,18,1
426,22,1
427,13,1
428,26,1
429,20,1
430,20,1
431,24,1
432,0,0
433,18,1
434,100,1
435,22,1
436,17,1
437,17,1
438,22,1
439,19,1
440,100,1
441,100,1
442,14,1
443,16,1
444,27,1
445,23,1
446,0,0
447,22,1
448,17,1
449,0,0
450,13,1
451,21,1
452,13,1
453,16,1
454,15,1
455,19,1
456,100,1
457,100,1
458,0,0
459,24,1
460,22,1
461,0,0
462,17,1
463,0,0
464,100,1
465,17,1
466,14,1
467,15,1
468,23,1
469,14,1
470,26,1
471,0,0
472,19,1
473,14,1
474,21,1
475,25,1
476,0,0
477,18,1
478,100,1
479,24,1
480,23,1
481,21,1
482,0,0
483,18,1
484,0,0
485,18,1
486,19,1
487,19,1
488,16,1
489,100,1
490,20,1
491,13,1
492,21,1
493,0,0
494,13,1
495,26,1
496,100,1
497,25,1
498,0,0
499,18,1
500,27,1
501,27,1
502,27,1
503,15,1
504,13,1
505,100,1
506,16,1
507,18,1
508,16,1
509,0,0
510,0,0
511,24,1
512,16,1
513,0,0
514,19,1
515,16,1
516,18,1
517,26,1
518,13,1
519,0,0
520,100,1
521,0,0
522,14,1
523,18,1
524,0,0
525,25,1
526,16,1
527,27,1
528,27,1
529,18,1
530,100,1
531,27,1
532,14,1
533,24,1
534,0,0
535,0,0
536,21,1
537,22,1
538,20,1
539,16,1
540,100,1
541,100,1
542,100,1
543,15,1
544,22,1
545,25,1
546,23,1
547,0,0
548,20,1
549,27,1
550,21,1
551,16,1
552,23,1
553,17,1
554,100,1
555,0,0
556,100,1
557,24,1
558,27,1
559,17,1
560,26,1
561,23,1
562,14,1
563,0,0
564,0,0
565,16,1
566,27,1
567,20,1
568,100,1
569,26,1
570,24,1
571,13,1
572,100,1
573,24,1
574,0,0
575,23,1
576,26,1
577,100,1
578,21,1
579,22,1
580,14,1
581,100,1
582,16,1
583,13,1
584,19,1
585,0,0
586,0,0
587,17,1
588,17,1
589,20,1
590,15,1
591,27,1
592,27,1
593,21,1
594,13,1
595,0,0
596,0,0
597,100,1
598,26,1
599,23,1
600,14,1
601,27,1
602,0,0
603,100,1
604,0,0
605,17,1
606,25,1
607,19,1
608,21,1
609,20,1
610,21,1
611,100,1
612,0,0
613,15,1
614,21,1
615,15,1
616,19,1
617,100,1
618,21,1
619,19,1
620,25,1
621,27,1
622,27,1
623,0,0
624,24,1
625,15,1
626,0,0
627,13,1
628,100,1
629,15,1
630,21,1
631,22,1
632,18,1
633,22,1
634,0,0
635,100,1
636,100,1
637,26,1
638,16,1
639,17,1
640,14,1
641,20,1
642,100,1
643,25,1
644,17,1
645,24,1
646,19,1
647,21,1
648,0,0
649,0,0
650,27,1
651,23,1
652,27,1
653,100,1
654,14,1
655,26,1
656,0,0
657,13,1
658,14,1
659,22,1
660,100,1
661,18,1
662,17,1
663,24,1
664,17,1
665,100,1
666,0,0
667,0,0
668,22,1
669,19,1
670,17,1
671,0,0
672,0,0
673,25,1
674,21,1
675,14,1
676,16,1
677,15,1
678,21,1
679,100,1
